r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
66.19412,100,1666.093508,0.86,9.0,66.19,0.07,93.0,4.88,24.81,5.05,19.66,0.1,37.08,24.98,3.81,0.14,18.0,38.0,37.0,0.42
73.33692,100,1667.807982,0.91,7.0,73.34,0.01,99.0,6.93,24.21,5.86,18.26,0.09,53.89,20.03,4.29,0.09,28.0,29.0,42.0,0.46
45.295776,100,1669.57391,0.54,21.0,45.3,0.07,93.0,5.68,28.59,3.81,24.73,0.06,69.04,30.97,2.69,0.46,64.0,29.0,0.0,0.42
39.03273,100,1671.323774,-1.0,24.0,39.03,0.09,91.0,6.88,29.14,5.16,23.89,0.09,70.56,37.77,2.74,0.36,42.0,0.0,49.0,0.45
43.377083,100,1673.04548,0.49,5.0,43.38,0.03,97.0,8.0,32.92,7.5,25.32,0.1,35.8,12.25,3.31,0.51,0.0,23.0,74.0,0.38
46.517063,100,1675.262836,-1.0,24.0,46.52,0.18,82.0,7.21,27.3,5.5,21.73,0.07,101.89,38.18,2.81,0.15,40.0,21.0,21.0,0.38
62.64392,100,1677.298071,0.92,13.0,62.64,0.07,93.0,5.12,22.53,5.38,17.05,0.1,68.29,22.61,3.47,0.08,27.0,28.0,38.0,0.4
52.098766,100,1678.987207,0.76,21.0,52.1,0.11,89.0,5.33,24.63,5.59,18.97,0.07,63.0,25.15,3.89,0.24,50.0,18.0,21.0,0.5
74.80151,100,1681.428047,0.83,7.0,74.8,0.03,97.0,6.34,31.34,5.96,25.3,0.08,60.97,27.08,2.44,0.17,24.0,24.0,49.0,0.39
70.023026,100,1683.404037,0.84,21.0,70.02,0.04,96.0,8.33,22.08,7.03,14.98,0.07,72.15,30.27,3.63,0.16,37.0,41.0,18.0,0.44
80.3647,100,1685.464944,0.87,1.0,80.36,0.02,98.0,8.36,26.79,5.56,21.14,0.08,39.66,26.39,2.9,0.13,33.0,42.0,23.0,0.42
71.816475,100,1687.582375,0.73,13.0,71.82,0.05,95.0,2.21,22.82,2.72,20.02,0.09,52.14,30.11,5.27,0.27,57.0,20.0,18.0,0.47
82.8808,100,1689.663659,0.9,3.0,82.88,0.02,98.0,9.57,24.84,6.56,18.2,0.08,68.26,24.86,1.59,0.1,27.0,29.0,42.0,0.35
69.23358,100,1691.931097,0.82,9.0,69.23,0.03,97.0,5.12,24.68,3.98,20.62,0.08,53.63,27.27,2.32,0.18,17.0,37.0,43.0,0.49
75.46102,100,1693.904231,0.95,21.0,75.46,0.04,96.0,12.21,25.81,8.57,17.17,0.08,90.45,27.77,4.39,0.05,29.0,31.0,36.0,0.48
44.67725,100,1696.05504,0.6,21.0,44.68,0.06,94.0,10.77,27.43,7.5,19.87,0.06,75.1,29.77,2.98,0.4,37.0,57.0,0.0,0.45
50.77128,100,1698.168895,0.56,1.0,50.77,0.04,96.0,6.33,21.54,4.36,17.12,0.05,96.35,45.14,0.9,0.44,63.0,33.0,0.0,0.41
52.549667,100,1700.180822,0.65,13.0,52.55,0.04,96.0,11.69,26.0,8.1,17.83,0.07,65.29,23.6,5.74,0.35,46.0,50.0,0.0,0.39
49.338955,100,1702.414001,-1.0,24.0,49.34,0.05,95.0,6.4,25.9,5.68,20.15,0.07,33.53,21.48,23.75,0.41,37.0,58.0,0.0,0.46
55.789696,100,1704.382992,0.56,3.0,55.79,0.01,99.0,10.67,25.8,7.78,17.96,0.06,61.69,30.19,3.14,0.44,66.0,33.0,0.0,0.5
54.44908,100,1706.370454,0.73,7.0,54.45,0.02,98.0,10.92,28.16,7.38,20.69,0.09,42.88,20.41,3.36,0.27,19.0,20.0,59.0,0.44
37.848415,100,1708.277571,0.47,13.0,37.85,0.04,96.0,4.29,24.63,4.27,20.29,0.06,67.95,23.48,4.01,0.53,77.0,19.0,0.0,0.49
82.16271,100,1709.925243,0.83,1.0,82.16,0.01,99.0,5.82,26.7,5.68,20.93,0.09,90.42,41.82,3.39,0.17,38.0,18.0,43.0,0.38
42.08057,100,1711.945387,0.5,19.0,42.08,0.09,91.0,6.57,29.41,5.25,24.11,0.06,67.64,36.92,2.08,0.5,68.0,23.0,0.0,0.37
44.50091,100,1714.361735,0.58,21.0,44.5,0.07,93.0,11.48,27.75,7.29,20.41,0.06,74.87,27.59,3.11,0.42,34.0,59.0,0.0,0.42
72.67977,100,1716.341136,0.81,13.0,72.68,0.0,100.0,7.37,21.12,5.19,15.84,0.09,55.68,21.72,4.08,0.19,40.0,44.0,16.0,0.43
50.519917,100,1718.638625,0.59,3.0,50.52,0.02,98.0,2.82,24.24,3.52,20.65,0.07,31.41,13.45,2.69,0.41,37.0,61.0,0.0,0.43
48.10173,100,1720.875715,0.57,9.0,48.1,0.06,94.0,2.15,19.41,2.64,16.7,0.07,36.48,23.46,3.82,0.43,61.0,33.0,0.0,0.46
77.071495,100,1722.656182,0.79,23.0,77.07,0.03,97.0,8.33,23.79,5.82,17.9,0.07,62.44,27.65,2.09,0.21,48.0,32.0,17.0,0.42
68.376,100,1724.428423,0.81,5.0,68.38,0.04,96.0,9.06,31.2,6.06,25.06,0.07,29.96,18.18,2.34,0.19,50.0,22.0,24.0,0.42
