r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
60.47416,100,91.720975,0.82,21.0,60.47,0.15,85.0,12.85,27.78,8.82,18.87,0.09,24.27,9.42,1.83,0.21,24.0,17.0,44.0,0.11
62.56761,100,93.35992,0.81,11.0,62.57,0.15,85.0,4.75,21.9,3.77,18.05,0.08,93.71,22.2,2.64,0.13,34.0,17.0,34.0,0.11
51.87378,100,94.978416,0.82,21.0,51.87,0.2,80.0,11.09,25.28,7.66,17.55,0.07,47.04,21.8,10.38,0.15,33.0,32.0,15.0,0.12
55.613655,100,97.041804,0.83,15.0,55.61,0.18,82.0,8.88,25.44,6.93,18.44,0.07,55.81,32.84,2.69,0.27,49.0,17.0,16.0,0.11
67.69777,100,98.68634,0.9,13.0,67.7,0.13,87.0,3.59,18.31,3.78,14.44,0.09,66.4,26.37,2.66,0.21,42.0,30.0,15.0,0.12
57.43741,100,100.817609,0.84,9.0,57.44,0.17,83.0,10.61,25.66,6.96,18.63,0.07,54.36,30.38,3.76,0.34,15.0,55.0,13.0,0.11
73.85651,100,102.258989,0.91,3.0,73.86,0.1,90.0,2.34,17.31,2.87,14.38,0.07,44.95,18.29,4.41,0.41,34.0,56.0,0.0,0.11
39.417194,100,104.132255,0.87,1.0,39.42,0.26,74.0,9.73,28.72,7.7,20.95,0.07,62.9,32.54,2.3,0.52,58.0,0.0,16.0,0.13
60.8773,100,106.488879,0.89,5.0,60.88,0.16,84.0,7.29,21.27,5.71,15.48,0.08,104.33,38.1,4.06,0.05,30.0,24.0,30.0,0.11
79.33304,100,107.954076,0.84,19.0,79.33,0.07,93.0,6.56,18.13,5.02,13.01,0.1,33.1,11.12,3.88,0.34,48.0,45.0,0.0,0.13
52.870544,100,110.235739,0.72,3.0,52.87,0.19,81.0,4.22,27.94,4.28,23.58,0.07,58.53,38.1,1.53,0.19,18.0,41.0,22.0,0.13
63.971565,100,111.638409,0.89,7.0,63.97,0.15,85.0,4.98,17.95,5.04,12.85,0.07,57.93,25.27,3.42,0.38,49.0,36.0,0.0,0.11
47.340027,100,113.449713,0.78,9.0,47.34,0.22,78.0,6.31,27.54,6.44,21.03,0.07,88.96,17.16,2.75,0.51,0.0,60.0,18.0,0.12
66.33007,100,115.118535,0.87,1.0,66.33,0.13,87.0,7.01,22.07,5.72,16.28,0.08,52.65,21.58,32.03,0.4,35.0,52.0,0.0,0.11
61.72254,100,117.295609,0.83,21.0,61.72,0.15,85.0,5.6,24.27,5.5,18.71,0.07,39.17,28.25,2.62,0.35,44.0,41.0,0.0,0.12
74.75341,100,119.206851,0.92,9.0,74.75,0.09,91.0,3.11,20.03,3.25,16.73,0.06,45.95,17.7,4.06,0.34,51.0,35.0,5.0,0.13
65.544464,100,120.853017,-1.0,24.0,65.54,0.13,87.0,10.55,24.23,7.47,16.69,0.07,81.74,29.42,1.31,0.22,20.0,48.0,19.0,0.13
62.7484,100,122.286654,0.83,23.0,62.75,0.14,86.0,10.23,26.71,7.94,18.7,0.08,79.64,33.41,2.41,0.18,39.0,16.0,31.0,0.12
42.731735,100,123.68712,0.78,11.0,42.73,0.25,75.0,3.87,24.16,3.95,20.11,0.1,67.01,24.39,1.4,0.51,0.0,18.0,57.0,0.11
47.6715,100,125.329614,0.86,17.0,47.67,0.22,78.0,5.1,26.52,5.32,21.13,0.07,59.75,32.93,1.92,0.26,45.0,19.0,14.0,0.11
68.513336,100,126.978379,0.83,1.0,68.51,0.11,89.0,10.65,26.48,7.13,19.24,0.1,61.37,24.61,2.79,0.19,40.0,14.0,35.0,0.1
67.494064,100,128.651869,-1.0,24.0,67.49,0.12,88.0,3.32,24.1,4.12,19.89,0.1,40.35,19.95,2.79,0.11,23.0,28.0,37.0,0.13
56.297375,100,130.482941,0.85,11.0,56.3,0.18,82.0,6.16,23.45,5.35,18.02,0.08,44.49,26.0,2.88,0.2,40.0,27.0,15.0,0.12
54.81241,100,131.903919,-1.0,24.0,54.81,0.19,81.0,7.36,22.21,6.79,15.36,0.06,128.81,44.65,3.17,0.21,36.0,35.0,10.0,0.11
63.598114,100,133.751402,-1.0,24.0,63.6,0.13,87.0,7.49,29.58,5.98,23.49,0.1,42.48,22.58,2.73,0.51,0.0,20.0,67.0,0.12
66.69983,100,135.16416,0.84,21.0,66.7,0.13,87.0,7.14,21.05,5.28,15.7,0.07,67.37,29.66,3.27,0.45,59.0,28.0,0.0,0.11
54.590046,100,136.611282,0.78,7.0,54.59,0.18,82.0,7.05,28.43,5.76,22.59,0.08,36.74,34.84,2.63,0.46,57.0,0.0,25.0,0.12
55.701996,100,138.255507,-1.0,24.0,55.7,0.17,83.0,7.65,30.65,5.64,24.94,0.07,38.87,34.29,1.79,0.35,9.0,53.0,21.0,0.12
52.225113,100,139.654594,-1.0,24.0,52.23,0.2,80.0,6.78,24.23,6.36,17.8,0.06,102.2,38.81,2.38,0.26,45.0,21.0,14.0,0.11
56.9659,100,141.690219,0.83,13.0,56.97,0.17,83.0,4.1,27.01,4.4,22.53,0.09,68.72,32.81,3.87,0.35,44.0,0.0,39.0,0.11
72.401535,100,143.355829,0.93,13.0,72.4,0.11,89.0,1.0,16.03,1.0,14.97,0.07,66.84,27.74,3.42,0.26,30.0,47.0,12.0,0.11
71.698784,100,144.767652,-1.0,24.0,71.7,0.1,90.0,2.19,23.04,2.7,20.29,0.06,86.45,35.33,1.72,0.33,45.0,45.0,0.0,0.12
61.29949,100,146.785355,-1.0,24.0,61.3,0.14,86.0,9.44,30.74,7.27,23.4,0.07,36.86,19.79,3.19,0.16,39.0,18.0,29.0,0.13
72.88269,100,148.432108,-1.0,24.0,72.88,0.1,90.0,6.23,19.9,4.5,15.33,0.07,80.39,32.78,2.02,0.46,62.0,28.0,0.0,0.11
62.887955,100,150.038731,0.8,9.0,62.89,0.14,86.0,11.44,26.32,7.79,18.47,0.07,22.39,8.6,1.59,0.3,53.0,19.0,14.0,0.14
60.123367,100,151.690978,-1.0,24.0,60.12,0.16,84.0,5.61,23.41,5.18,18.14,0.09,36.34,24.72,4.36,0.26,48.0,15.0,21.0,0.12
69.04649,100,153.33,0.8,1.0,69.05,0.11,89.0,6.47,25.04,4.96,20.02,0.07,41.34,24.84,4.06,0.58,78.0,11.0,0.0,0.12
58.409264,100,154.734792,0.86,11.0,58.41,0.17,83.0,5.42,22.86,4.85,17.93,0.08,44.07,21.36,3.1,0.31,53.0,14.0,16.0,0.12
53.079605,100,156.414614,0.87,7.0,53.08,0.19,81.0,7.26,27.32,5.52,21.73,0.07,49.28,15.35,2.61,0.25,15.0,45.0,21.0,0.11
68.14404,100,158.0897,-1.0,24.0,68.14,0.12,88.0,2.38,22.34,2.88,19.39,0.07,39.9,16.66,30.89,0.14,36.0,34.0,18.0,0.12
56.023945,100,159.521168,0.87,19.0,56.02,0.17,83.0,8.53,29.73,6.55,23.11,0.06,52.15,32.09,2.31,0.53,70.0,9.0,4.0,0.11
