r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
79.373505,100,76.454588,0.82,23.0,79.37,0.05,95.0,9.18,27.73,7.32,20.36,0.06,65.83,22.41,3.04,0.27,20.0,57.0,18.0,0.21
77.748665,100,76.454588,0.83,11.0,77.75,0.06,94.0,7.83,27.06,6.97,20.02,0.08,81.63,29.58,2.53,0.14,38.0,38.0,18.0,0.21
75.93492,100,76.454588,-1.0,24.0,75.93,0.06,94.0,7.87,31.68,6.81,24.81,0.06,52.36,36.02,1.65,0.67,94.0,0.0,0.0,0.21
73.68511,100,76.454588,0.84,23.0,73.69,0.07,93.0,7.91,32.65,6.77,25.78,0.09,44.16,26.57,4.18,0.34,45.0,0.0,48.0,0.21
69.354996,100,79.047159,0.74,13.0,69.35,0.1,90.0,4.22,29.27,4.5,24.67,0.1,51.25,27.57,2.4,0.46,28.0,0.0,62.0,0.21
75.21429,100,79.047159,0.81,9.0,75.21,0.08,92.0,3.46,23.82,3.83,19.93,0.06,75.95,35.33,3.73,0.41,57.0,35.0,0.0,0.21
58.77532,100,79.047159,0.75,7.0,58.78,0.16,84.0,3.69,27.25,4.11,23.07,0.07,66.83,32.41,8.62,0.24,47.0,20.0,17.0,0.21
86.0825,100,79.047159,0.86,15.0,86.08,0.03,97.0,4.6,20.51,4.9,15.55,0.06,79.32,21.33,1.77,0.27,50.0,37.0,10.0,0.21
78.657745,100,81.379282,0.85,13.0,78.66,0.07,93.0,4.74,19.87,4.45,15.35,0.06,99.76,36.37,3.48,0.19,40.0,40.0,13.0,0.2
78.05998,100,81.379282,0.8,21.0,78.06,0.06,94.0,5.85,26.27,4.66,21.55,0.06,64.49,24.63,2.62,0.43,14.0,70.0,10.0,0.2
73.96477,100,81.379282,0.91,15.0,73.96,0.09,91.0,6.6,22.1,5.09,16.95,0.07,51.17,27.29,3.81,0.27,51.0,26.0,14.0,0.2
66.16835,100,81.379282,0.83,3.0,66.17,0.13,87.0,5.38,22.51,5.07,17.36,0.09,25.18,10.56,2.43,0.21,31.0,42.0,14.0,0.2
77.51704,100,83.817489,0.86,1.0,77.52,0.06,94.0,9.32,27.65,6.91,20.68,0.06,57.67,28.97,3.84,0.33,47.0,47.0,0.0,0.21
76.26363,100,83.817489,0.8,9.0,76.26,0.07,93.0,6.97,26.02,6.08,19.89,0.05,73.53,24.35,1.45,0.42,58.0,35.0,0.0,0.21
68.81555,100,83.817489,0.83,21.0,68.82,0.1,90.0,8.2,30.7,6.58,24.04,0.07,82.25,24.77,3.37,0.24,51.0,19.0,20.0,0.21
75.31144,100,83.817489,0.79,21.0,75.31,0.08,92.0,6.72,23.57,5.54,17.93,0.09,35.24,18.43,3.95,0.26,48.0,32.0,12.0,0.21
79.80445,100,86.505739,0.92,15.0,79.8,0.06,94.0,3.31,21.84,3.65,18.13,0.06,86.37,35.01,2.77,0.5,71.0,23.0,0.0,0.21
73.228836,100,86.505739,0.88,15.0,73.23,0.09,91.0,3.58,24.04,3.7,20.29,0.05,61.14,24.57,2.19,0.47,64.0,27.0,0.0,0.21
69.409096,100,86.505739,0.81,23.0,69.41,0.11,89.0,3.29,24.07,3.46,20.52,0.09,79.38,34.38,2.82,0.35,24.0,9.0,56.0,0.21
67.69864,100,86.505739,0.85,19.0,67.7,0.12,88.0,4.34,23.55,4.49,18.98,0.08,41.17,26.97,2.25,0.32,55.0,13.0,20.0,0.21
70.71503,100,89.00028,0.77,15.0,70.72,0.1,90.0,7.11,25.66,5.69,19.89,0.08,84.94,34.58,2.98,0.07,34.0,24.0,32.0,0.19
80.03315,100,89.00028,0.89,13.0,80.03,0.06,94.0,8.12,21.26,5.93,15.26,0.07,88.98,30.24,4.38,0.23,38.0,44.0,12.0,0.19
75.195656,100,89.00028,0.82,11.0,75.2,0.08,92.0,4.91,23.87,3.72,20.04,0.11,46.95,18.68,3.51,0.18,37.0,15.0,40.0,0.19
57.106716,100,89.00028,-1.0,24.0,57.11,0.17,83.0,5.67,26.61,4.33,22.19,0.08,47.3,14.87,2.25,0.22,17.0,22.0,44.0,0.19
76.86767,100,91.523177,0.8,13.0,76.87,0.07,93.0,8.09,24.47,6.59,17.81,0.08,33.91,12.88,4.36,0.21,44.0,34.0,15.0,0.22
66.6481,100,91.523177,0.86,5.0,66.65,0.11,89.0,7.03,31.48,5.48,25.91,0.1,46.98,27.8,2.28,0.42,33.0,0.0,56.0,0.22
71.37963,100,91.523177,0.78,7.0,71.38,0.1,90.0,9.2,23.89,6.69,17.13,0.06,97.62,34.96,2.75,0.27,50.0,27.0,13.0,0.22
56.784622,100,91.523177,0.81,19.0,56.78,0.17,83.0,7.08,27.54,5.63,21.83,0.07,54.6,15.17,1.9,0.51,63.0,0.0,20.0,0.22
75.39919,100,94.026922,0.85,21.0,75.4,0.08,92.0,7.46,23.34,5.68,17.59,0.08,47.26,19.4,3.95,0.36,42.0,50.0,0.0,0.22
76.44898,100,94.026922,0.9,13.0,76.45,0.07,93.0,5.87,25.55,4.61,20.86,0.07,63.85,14.27,2.19,0.18,47.0,22.0,24.0,0.22
72.291824,100,94.026922,0.86,17.0,72.29,0.09,91.0,9.56,26.5,6.77,19.65,0.07,94.07,30.18,6.65,0.15,41.0,20.0,30.0,0.22
58.592545,100,94.026922,0.79,13.0,58.59,0.16,84.0,6.87,27.77,5.38,22.31,0.08,62.7,36.99,2.15,0.5,63.0,0.0,21.0,0.22
54.660065,100,96.998834,0.82,19.0,54.66,0.19,81.0,4.27,22.66,4.17,18.42,0.07,104.29,33.43,2.74,0.16,20.0,39.0,22.0,0.21
56.81355,100,96.998834,0.83,5.0,56.81,0.17,83.0,4.94,27.45,4.16,23.18,0.11,64.31,37.1,2.55,0.55,15.0,0.0,68.0,0.21
79.83261,100,96.998834,0.85,21.0,79.83,0.06,94.0,6.28,21.77,4.66,17.02,0.08,63.95,24.36,3.16,0.27,30.0,51.0,13.0,0.21
72.48338,100,96.998834,0.85,19.0,72.48,0.1,90.0,5.42,20.96,4.48,16.42,0.06,69.69,30.91,4.24,0.47,64.0,26.0,0.0,0.21
71.8147,100,99.477286,0.85,15.0,71.81,0.1,90.0,2.63,22.74,3.18,19.47,0.09,31.53,15.38,3.17,0.19,40.0,36.0,14.0,0.22
80.631676,100,99.477286,0.82,1.0,80.63,0.05,95.0,3.02,24.57,3.69,20.8,0.07,54.87,31.56,1.44,0.37,53.0,42.0,0.0,0.22
79.0479,100,99.477286,0.82,13.0,79.05,0.06,94.0,2.66,23.76,3.21,20.45,0.1,42.58,25.44,2.66,0.21,42.0,40.0,12.0,0.22
82.77257,100,99.477286,0.78,7.0,82.77,0.05,95.0,3.31,19.18,4.07,15.05,0.06,94.33,37.14,3.16,0.39,56.0,39.0,0.0,0.22
77.85409,100,102.128347,0.82,1.0,77.85,0.07,93.0,1.83,21.93,2.14,19.72,0.07,74.28,20.78,3.2,0.27,55.0,18.0,20.0,0.22
68.599304,100,102.128347,0.86,7.0,68.6,0.12,88.0,1.66,21.1,1.91,19.09,0.09,44.75,22.61,2.58,0.17,39.0,17.0,32.0,0.22
62.585728,100,102.128347,0.72,5.0,62.59,0.14,86.0,2.23,27.16,2.67,24.4,0.1,55.3,28.83,0.6,0.5,0.0,21.0,65.0,0.22
80.47734,100,102.128347,0.82,7.0,80.48,0.06,94.0,2.14,20.13,2.57,17.49,0.07,65.84,37.08,4.21,0.49,69.0,25.0,0.0,0.22
79.314026,100,104.86621,0.88,19.0,79.31,0.07,93.0,3.41,18.18,3.45,14.67,0.06,75.58,30.96,3.41,0.36,50.0,43.0,0.0,0.21
57.851704,100,104.86621,0.91,7.0,57.85,0.17,83.0,4.04,24.46,4.11,20.29,0.07,88.35,36.91,2.96,0.41,59.0,8.0,16.0,0.21
64.32196,100,104.86621,0.86,13.0,64.32,0.14,86.0,3.41,22.34,3.54,18.72,0.08,20.04,14.02,1.42,0.32,56.0,15.0,15.0,0.21
67.69351,100,104.86621,-1.0,24.0,67.69,0.12,88.0,4.34,23.56,4.28,19.2,0.07,38.28,25.78,2.79,0.33,57.0,18.0,13.0,0.21
82.505714,100,107.34038,0.84,5.0,82.51,0.04,96.0,9.0,24.64,7.34,17.23,0.06,86.08,28.45,3.34,0.04,30.0,36.0,30.0,0.22
73.29642,100,107.34038,0.77,15.0,73.3,0.08,92.0,11.96,28.81,8.53,20.2,0.08,57.31,27.04,1.92,0.18,15.0,40.0,37.0,0.22
67.42102,100,107.34038,0.84,3.0,67.42,0.12,88.0,11.0,24.3,8.21,16.02,0.07,59.05,29.89,0.87,0.2,43.0,29.0,16.0,0.22
72.8938,100,107.34038,0.8,9.0,72.89,0.09,91.0,9.49,24.92,7.5,17.36,0.05,58.81,34.21,2.74,0.49,24.0,67.0,0.0,0.22
72.81706,100,109.937209,0.83,21.0,72.82,0.09,91.0,5.91,25.12,4.94,20.09,0.09,57.55,23.59,7.43,0.43,59.0,32.0,0.0,0.22
81.52878,100,109.937209,0.8,7.0,81.53,0.05,95.0,5.79,22.31,4.92,17.31,0.09,27.82,19.79,3.66,0.44,63.0,32.0,0.0,0.22
74.79203,100,109.937209,0.76,19.0,74.79,0.07,93.0,6.59,29.8,5.15,24.6,0.06,74.93,34.17,3.55,0.52,72.0,21.0,0.0,0.22
68.96936,100,109.937209,0.83,5.0,68.97,0.1,90.0,7.8,30.29,5.89,24.31,0.09,32.1,24.86,1.31,0.09,25.0,28.0,37.0,0.21
72.458496,100,112.633191,0.8,19.0,72.46,0.1,90.0,3.11,21.03,3.89,17.07,0.07,56.76,23.63,1.65,0.23,44.0,33.0,13.0,0.25
71.19907,100,112.633191,0.77,1.0,71.2,0.1,90.0,3.31,24.37,4.14,20.18,0.05,65.41,39.09,4.75,0.55,74.0,16.0,0.0,0.25
78.879166,100,112.633191,0.82,15.0,78.88,0.06,94.0,2.7,24.19,3.38,20.72,0.09,83.25,34.43,2.72,0.21,22.0,21.0,51.0,0.25
75.207436,100,112.633191,0.79,1.0,75.21,0.07,93.0,3.1,28.74,3.87,24.8,0.07,59.07,21.62,2.83,0.21,47.0,28.0,18.0,0.25
77.98313,100,115.29564,0.87,7.0,77.98,0.07,93.0,8.0,21.6,6.75,14.8,0.06,109.67,41.49,2.18,0.26,45.0,39.0,9.0,0.2
75.71392,100,115.29564,0.85,1.0,75.71,0.07,93.0,9.55,27.43,7.45,19.89,0.1,45.11,22.64,1.16,0.16,36.0,17.0,40.0,0.2
69.08711,100,115.29564,-1.0,24.0,69.09,0.11,89.0,10.16,24.93,7.87,16.99,0.08,57.85,25.21,3.74,0.1,36.0,31.0,22.0,0.2
70.14331,100,115.29564,0.82,15.0,70.14,0.1,90.0,7.6,27.18,6.69,20.4,0.08,50.48,15.67,4.66,0.16,29.0,41.0,20.0,0.2
74.68149,100,126.351852,-1.0,24.0,74.68,0.09,91.0,3.85,20.22,3.73,16.42,0.07,22.46,15.12,2.85,0.45,61.0,30.0,0.0,0.23
82.17472,100,126.351852,0.83,19.0,82.17,0.05,95.0,3.49,20.69,3.39,17.22,0.07,65.0,20.75,4.16,0.26,51.0,30.0,14.0,0.23
